date,ret.total.count,ret.total.benefit,ret.men.count,ret.men.benefit,ret.women.count,ret.women.benefit,spouse.total.count,spouse.total.benefit,spouse.men.count,spouse.men.benefit,spouse.women.count,spouse.women.benefit,new.ret.total.count,new.ret.total.benefit,new.ret.men.count,new.ret.men.benefit,new.ret.women.count,new.ret.women.benefit,new.spouse.total.count,new.spouse.total.benefit,new.spouse.men.count,new.spouse.men.benefit,new.spouse.women.count,new.spouse.women.benefit,exits.ret.men,exits.ret.women,exits.spouse.men,exits.spouse.women
1974-12-01,15958492,188.20999999999998,8832455,206.56,7126037,165.48000000000002,2826022,95.76,7521,90.95,2818501,95.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975-01-01,16040839,188.62,8883815,207.06,7157024,165.73,2826016,95.88,7473,91.03,2818543,95.89,151615,202.94,94956,224.81,56659,166.26999999999998,25556,95.36,51,82.61,25505,95.39,43596,25672,99,25463
1975-02-01,16070281,188.79,8900057,207.29,7170224,165.83,2828611,95.9,7429,90.98,2821182,95.91,110555,195.32000000000002,66899,219.05,43656,158.95000000000002,29205,93.23,54,88.28,29151,93.24,50657,30456,98,26512
1975-03-01,16080406,188.98000000000002,8906066,207.57,7174340,165.89000000000001,2826855,95.98,7372,91.09,2819483,95.99,135611,194.87,81448,218.69,54163,159.05,32369,93,73,87.73,32296,93.02,75439,50047,130,33995
1975-04-01,16113058,189.10999999999999,8918573,207.76,7194485,165.98000000000002,2827917,96.01,7369,91.09,2820548,96.02,130311,194.05,77396,218.78,52915,157.88000000000002,31607,91.79,66,86.26,31541,91.8,64889,32770,69,30476
1975-05-01,16166618,189.20999999999998,8941783,207.91,7224835,166.08,2833310,96.01,7374,91.05,2825936,96.02,153002,194.14,90062,219.47,62940,157.91,39140,91.25,104,90.93,39036,91.25,66852,32590,99,33648
1975-06-01,16210295,205.16,8980535,225.3,7229760,180.14,2836004,104.43,7356,98.54,2828648,104.44,91705,214.97,56599,237.87,35106,178.05,20661,99.42,38,97.01,20623,99.42,17847,30181,56,17911
1975-07-01,16293864,205.47,9032196,225.62,7261668,180.4,2844405,104.52,7344,98.64,2837061,104.54,134181,216.94,80147,243.07,54034,178.19,31851,100.48,67,93.25,31784,100.5,28486,22126,79,23371
1975-08-01,16344560,205.59,9035945,225.8,7308615,180.6,2849566,104.54,7347,98.64,2842219,104.56,131737,213.72,78949,240.5,52788,173.67,30766,99.6,78,90.19,30688,99.63,75200,5841,75,25530
1975-09-01,16387835,205.79,9054735,226.07,7333100,180.75,2852542,104.6,7324,98.68,2845218,104.62,123870,212.23999999999998,73356,240.84,50514,170.7,29660,99.22,67,93.93,29593,99.23,54566,26029,90,26594
1975-10-01,16461422,206.3,9089429,226.72,7371993,181.13,2859675,104.83,7331,98.73,2852344,104.85,122103,213.43,72877,241.26999999999998,49226,172.2,27777,98.31,66,83.98,27711,98.34,38183,10333,59,20585
1975-11-01,16518339,206.58,9130160,227.02,7388179,181.31,2862578,104.91,7289,98.75,2855289,104.92,108924,212.15,63646,241.73,45278,170.56,25682,98.71,55,90.51,25627,98.73,22915,29092,97,22682
1975-12-01,16588174,207.18,9163776,227.75,7424398,181.8,2867421,105.19,7263,99.07,2860158,105.21,112092,212.07,65955,241.3,46137,170.28,26313,98.91,60,95.91,26253,98.92,32339,9918,86,21384
1976-01-01,16682885,207.7,9221444,228.39000000000001,7461441,182.12,2872604,105.36,7229,99.17,2865375,105.37,166080,224.85000000000002,103699,251.37,62381,180.78,35121,104.82,75,98.4,35046,104.83,46031,25338,109,29829
1976-02-01,16711176,207.85000000000002,9233187,228.60999999999999,7477989,182.23,2872591,105.41,7183,99,2865408,105.43,116165,215.75,69007,245.18,47158,172.69,27459,103.12,61,82.37,27398,103.17,57264,30610,107,27365
1976-03-01,16710708,207.94,9229419,228.79,7481289,182.22,2869734,105.45,7138,99,2862596,105.46,145759,216.26999999999998,86204,245.33,59555,174.2,36182,103.38,71,93.28,36111,103.4,89972,56255,116,38923
1976-04-01,16693365,208.01,9210533,228.94,7482832,182.25,2861655,105.46,7079,98.98,2854576,105.48,126794,215.8,74898,245.58,51896,172.82000000000002,29604,100.31,64,89.58,29540,100.34,93784,50353,123,37560
1976-05-01,16715846,208.16,9213364,229.15,7502482,182.39000000000001,2858940,105.5,7060,98.96,2851880,105.52,120211,217.35000000000002,70484,248.55,49727,173.12,30080,101.05,62,97.75,30018,101.06,67653,30077,81,32714
1976-06-01,16788920,222.37,9247557,244.70999999999998,7541363,194.97,2866753,112.99,7069,105.37,2859684,113.01,119806,236.37,73453,264.51,46353,191.78,27608,110.92,49,92.39,27559,110.96,39260,7472,40,19755
1976-07-01,16869015,222.70999999999998,9283826,245.07,7585189,195.33,2873067,113.15,7045,105.71,2866022,113.16,129551,235.70999999999998,76095,267.21999999999997,53456,190.86,29915,109.97,68,97.03,29847,110,39826,9630,92,23509
1976-08-01,16911750,222.98000000000002,9300014,245.39000000000001,7611736,195.6,2872721,113.29,7032,105.76,2865689,113.31,90716,232.79,52125,269.3,38591,183.47,21067,108.03,41,85.04,21026,108.08,35937,12044,54,21359
1976-09-01,16981768,223.28,9335824,245.76,7645944,195.84,2881005,113.4,7041,105.99,2873964,113.42,114797,232.31,67084,265.68,47713,185.39000000000001,27430,108.82,63,103.36,27367,108.83,31274,13505,54,19092
1976-10-01,17050349,223.97,9368431,246.60999999999999,7681918,196.37,2887624,113.75,7027,106.34,2880597,113.77,117563,232.33,68342,266.46999999999997,49221,184.92000000000002,28194,108.7,57,112.41,28137,108.69,35735,13247,71,21504
1976-11-01,17116610,224.39000000000001,9399769,247.09,7716841,196.73,2892942,113.89,7000,106.5,2885942,113.91,117288,233.23999999999998,68603,267,48685,185.66,27776,108.72,63,99.66,27713,108.75,37265,13762,90,22368
1976-12-01,17165415,224.86,9420659,247.7,7744756,197.08,2896290,114.13,6996,106.68,2889294,114.15,110855,232.75,64587,267.04,46268,184.87,26307,109.89,59,96.32,26248,109.92,43697,18353,63,22896
1977-01-01,17252778,225.39000000000001,9472561,248.37,7780217,197.41,2900757,114.3,6944,106.75,2893813,114.32,155023,244.86,94907,276.42999999999995,60116,195.01,32126,114.45,61,103.01,32065,114.47,43005,24655,113,27546
1977-02-01,17285615,225.60999999999999,9487748,248.67,7797867,197.55,2900510,114.38,6905,106.79,2893605,114.4,110902,236.48000000000002,66914,269.6,43988,186.09,25784,111.47,49,99.59,25735,111.49,51727,26338,88,25943
1977-03-01,17264832,225.63,9473999,248.79,7790833,197.46,2893023,114.38,6828,106.62,2886195,114.4,176729,238.79,104859,272.13,71870,190.15,40906,112.63,75,99.81,40831,112.66,118608,78904,152,48241
1977-04-01,17280515,225.73999999999998,9476573,248.99,7803942,197.51,2888938,114.42,6778,106.55,2882160,114.43,90282,237.63,53837,271.22999999999996,36445,187.99,19192,110.63,36,88.38,19156,110.68,51263,23336,86,23191
1977-05-01,17304762,225.92000000000002,9476409,249.25,7828353,197.67,2886625,114.46,7808,105.28,2878817,114.48,177424,238.93,104349,273.17,73075,190.05,45545,110.07,2900,96.82,42645,110.98,104513,48664,1870,45988
1977-06-01,17380343,240.17,9512133,264.92999999999995,7868210,210.23999999999998,2899357,121.93,11541,108.32,2887816,121.98,86688,257.08,52119,293.31,34569,202.46,21592,116.71,2180,100.56,19412,118.53,16395,-5288,-1553,10413
1977-07-01,17476036,240.56,9556000,265.38,7920036,210.60999999999999,2916207,122.04,17399,105.6,2898808,122.14,149372,254.81,86294,291.9,63078,204.06,40094,115.95,6126,100.2,33968,118.79,42427,11252,268,22976
1977-08-01,17555887,240.89000000000001,9593794,265.77,7962093,210.9,2929637,122.12,22803,103.64,2906834,122.27,142598,255.17,83334,292.69,59264,202.41,37832,115.51,5762,97.18,32070,118.8,45540,17207,358,24044
1977-09-01,17630466,241.23999999999998,9630620,266.21999999999997,7999846,211.17,2940649,122.25,26409,102.58,2914240,122.43,133955,255.05,78163,294.01,55792,200.48000000000002,34322,116.7,4023,95.66,30299,119.49,41337,18039,417,22893
1977-10-01,17708627,242.04,9667586,267.2,8041041,211.78,2950718,122.66,29034,101.99,2921684,122.87,128211,254.15,74473,292.95,53738,200.38000000000002,32438,116.2,3044,94.26,29394,118.47,37507,12543,419,21950
1977-11-01,17770979,242.43,9696331,267.68,8074648,212.1,2958972,122.8,31251,101.39,2927721,123.03,121064,254.44,70151,294.04,50913,199.89000000000001,30552,115.71,2681,93,27871,117.89,41406,17306,464,21834
1977-12-01,17832484,242.98000000000002,9723815,268.38,8108669,212.53,2964287,123.07,33006,101.05,2931281,123.31,121219,254.33,70357,293.96999999999997,50862,199.5,30491,116.24,2310,92.87,28181,118.15,42873,16841,555,24621
1978-01-01,17911276,243.44,9769148,268.98999999999995,8142128,212.79,2969638,123.18,34656,100.6,2934982,123.45,148810,268.51,91570,305.02,57240,210.1,32253,121.79,2129,91.61,30124,123.92,46237,23781,479,26423
1978-02-01,17928926,243.83,9773670,269.54,8155256,213.02,2965932,123.34,36078,100.13,2929854,123.62,120095,258.88,70899,298.63,49196,201.58,28609,119.5,2034,91.9,26575,121.61,66377,36068,612,31703
1978-03-01,17908025,243.94,9756590,269.78999999999996,8151435,213.01,2955688,123.35,36751,99.83,2918937,123.64,135612,262.16,79637,301.46,55975,206.25,30239,120.38,1839,90.66,28400,122.3,96717,59796,1166,39317
1978-04-01,17902417,244.01,9745762,269.96,8156655,213.01,2950811,123.36,37091,99.56,2913720,123.67,124376,259.96999999999997,71824,300.98999999999995,52552,203.9,29683,120.67,1757,88.33,27926,122.7,82652,47332,1417,33143
1978-05-01,17920626,244.10999999999999,9743450,270.13,8177176,213.12,2948648,123.37,37333,99.42,2911315,123.67,168447,260.77,96936,301.78,71511,205.18,42273,122.11,2122,88.4,40151,123.9,99248,50990,1880,42556
1978-06-01,17923921,260.21,9732077,287.92999999999995,8191844,227.28,2941859,131.46,37488,105.91,2904371,131.79,55030,279.27,32975,317.25,22055,222.47,12672,124.37,496,96.59,12176,125.5,44348,7387,341,19120
1978-07-01,18026918,260.61,9779723,288.44,8247195,227.60999999999999,2954321,131.63,37786,105.91,2916535,131.97,152529,277.86,86348,322.84000000000003,66181,219.16,35815,131.17,1366,92.39,34449,132.71,38702,10830,1068,22285
1978-08-01,18117760,261.08,9823329,289.02,8294431,227.99,2963628,131.83,37937,105.93,2925691,132.17,115752,277.34000000000003,65199,325.26,50553,215.55,27269,129.17,990,88.5,26279,130.7,21593,3317,839,17123
1978-09-01,18190597,261.51,9856092,289.55,8334505,228.35000000000002,2970224,132.01,38022,105.94,2932202,132.35,126240,280.6,71842,327.76,54398,218.31,29574,129.03,1045,90.17,28529,130.45,39079,14324,960,22018
1978-10-01,18254342,261.96,9884921,290.09,8369421,228.73999999999998,2975131,132.2,38037,105.92,2937094,132.54,115260,278.89,65877,326.02,49383,216.01,27427,129.99,986,91.95,26441,131.41,37048,14467,971,21549
1978-11-01,18307880,262.52,9908643,290.78,8399237,229.17,2978908,132.47,38186,105.94,2940722,132.81,102082,277.53,58090,325.13,43992,214.68,24208,129.54,881,90.81,23327,131,34368,14176,732,19699
1978-12-01,18357985,263.19,9928463,291.61,8429522,229.72,2979959,132.77,38291,105.97,2941668,133.12,115476,277.89,65546,325.42999999999995,49930,215.48000000000002,26800,129.17,911,89.51,25889,130.57,45726,19645,806,24943
1979-01-01,18441159,263.91999999999996,9978788,292.52,8462371,230.2,2984992,133.01,38338,105.98,2946654,133.36,153455,296.81,93385,339.46,60070,230.5,31197,137.68,831,89.11,30366,139,43060,27221,784,25380
1979-02-01,18475194,264.37,9993509,293.04,8481685,230.6,2979127,133.33,38389,106,2940738,133.69,116487,282.46,67906,329.03,48581,217.36,26377,133.13,810,90.63,25567,134.48,53185,29267,759,31483
1979-03-01,18524058,264.84000000000003,10009748,293.59,8514310,231.04,2973224,133.68,38465,106.06,2934759,134.04,148732,287.85,85891,334.85,62841,223.60999999999999,33267,133.23,971,92.07,32296,134.47,69652,30216,895,38275
1979-04-01,18508006,264.95,9996694,293.84000000000003,8511312,231.02,2963109,133.76,38473,105.87,2924636,134.12,150063,289.40999999999997,87013,336.31,63050,224.67,32847,133.66,935,91.67,31912,134.89,100067,66048,927,42035
1979-05-01,18541993,265.16,10006257,294.15000000000003,8535736,231.18,2963142,133.83,38589,105.77,2924553,134.2,168285,288.52,97590,335.04,70695,224.3,39569,132.82,1249,90.8,38320,134.19,88027,46271,1133,38403
1979-06-01,18589970,291.77,10024217,323.71,8565753,254.4,2965798,147.26,38681,116.15,2927117,147.68,90122,313.62,52261,366.34000000000003,37861,240.84,19650,145.15,487,99.83,19163,146.3,34301,7844,395,16599
1979-07-01,18652300,292.17,10049255,324.2,8603045,254.76,2970537,147.47,38811,116.17,2931726,147.88,144024,317.92999999999995,82627,370.35,61397,247.38000000000002,32978,147.34,950,100.91,32028,148.72,57589,24105,820,27419
1979-08-01,18717474,292.55,10078277,324.68,8639197,255.05,2975915,147.64,38906,116.13,2937009,148.06,120878,314.91999999999996,69550,369.38,51328,241.13,27427,144.48,887,97.38,26540,146.06,40528,15176,792,21257
1979-09-01,18786958,292.96,10110746,325.18,8676212,255.41,2981846,147.84,38997,116.13,2942849,148.26,137152,320.19,81021,373.12,56131,243.78,30235,145.23,918,97.35,29317,146.73,48552,19116,827,23477
1979-10-01,18856084,293.39,10142888,325.71,8713196,255.78,2986645,148.03,39078,116.1,2947567,148.45,132099,318.18,77037,372.54,55062,242.12,29841,145.43,931,98.82,28910,146.93,44895,18078,850,24192
1979-11-01,18917639,293.85,10170462,326.25,8747177,256.19,2990130,148.2,39120,116.1,2951010,148.63,119883,317.94,69325,372.5,50558,243.14,27920,145.89,865,94.32,27055,147.54,41751,16577,823,23612
1979-12-01,18970172,294.27,10192475,326.75,8777697,256.54,2991340,148.36,39176,116.01,2952164,148.79,115923,314.46999999999997,66600,370.01,49323,239.48000000000002,26847,145.36,845,100.72,26002,146.81,44587,18803,789,24848
1980-01-01,19060349,294.86,10245617,327.55,8814732,256.88,2994867,148.57,39186,116.01,2955681,149,151106,323.54,91059,373.75,60047,247.4,29669,152.44,765,99.36,28904,153.85,37917,23012,755,25387
1980-02-01,19088921,295.26,10258317,328.07,8830604,257.14000000000004,2992853,148.74,39152,115.96,2953701,149.18,139347,329.82,84492,382.76,54855,248.28,29881,151.61,894,100.92,28987,153.17,71792,38983,928,30967
1980-03-01,19063824,295.33,10241128,328.31,8822696,257.04,2984124,148.77,39091,115.77,2945033,149.21,153877,321.08,90381,374.32,63496,245.3,33346,150.45,981,100.24,32365,151.97,107570,71404,1042,41033
1980-04-01,19081889,295.51,10244787,328.62,8837102,257.13,2982936,148.86,39064,115.6,2943872,149.3,139441,315,80394,369.38,59047,240.97,31205,149.09,900,99.04,30305,150.57,76735,44641,927,31466
1980-05-01,19107624,295.7,10250222,328.91999999999996,8857402,257.27,2980664,148.94,39099,115.53,2941565,149.38,160608,316.48999999999995,93012,369.97999999999996,67596,242.89000000000001,36791,147.45,1271,101.23,35520,149.1,87577,47296,1236,37827
1980-06-01,19167631,338.42999999999995,10278490,376.51,8889141,294.40999999999997,2986812,170.46,39095,132.09,2947717,170.97,102154,358.77,59901,418.2,42253,274.52,22809,168.62,515,106.22,22294,170.06,31633,10514,519,16142
1980-07-01,19221311,338.69,10299152,376.87,8922159,294.63,2991632,170.66,39163,132.11,2952469,171.17,134873,355.14000000000004,76741,416.9,58132,273.61,31135,167.67,907,111.61,30228,169.36,56079,25114,839,25476
1980-08-01,19307669,339.3,10341866,377.61,8965803,295.11,2998282,170.93,39157,132.04,2959125,171.44,144824,361.77,84550,425.71,60274,272.06,32369,168.75,893,109.17,31476,170.44,41836,16630,899,24820
1980-09-01,19388504,339.78,10381984,378.19,9006520,295.51,3006209,171.17,39135,131.99,2967074,171.69,137011,363.17,80354,425.88,56657,274.22999999999996,30778,168.62,835,111.76,29943,170.2,40236,15940,857,21994
1980-10-01,19463918,340.26,10417342,378.77,9046576,295.91999999999996,3012972,171.41,39174,132.04,2973798,171.93,132140,359.78999999999996,76622,423.48999999999995,55518,271.86,30903,167.11,863,108.62,30040,168.79,41264,15462,824,23316
1980-11-01,19524341,340.83,10444818,379.46999999999997,9079523,296.39,3016118,171.68,39212,132.05,2976906,172.2,108881,360.09,62766,424.52,46115,272.4,25547,167.16,813,113.74,24734,168.92,35290,13168,775,21626
1980-12-01,19582625,341.40999999999997,10470788,380.18,9111837,296.86,3018008,171.95,39221,132.07,2978787,172.48,115838,359.25,66501,424.28,49337,271.6,26260,167.94,773,108.56,25487,169.74,40531,17023,764,23606
1981-01-01,19677075,342.28999999999996,10526252,381.36,9150823,297.36,3019915,172.38,39174,131.94,2980741,172.91,182475,378.92999999999995,113502,436.65000000000003,68973,283.95,34305,177.66,907,108.9,33398,179.53,58038,29987,954,31444
1981-02-01,19678949,342.89,10521158,382.15000000000003,9157791,297.78999999999996,3013678,172.8,38999,131.89,2974679,173.33,124420,359.47999999999996,73656,419.3,50764,272.7,26509,169.82,817,109.82,25692,171.73,78750,43796,992,31754
1981-03-01,19706332,343.46999999999997,10535053,382.96999999999997,9171279,298.09,3010676,173.15,38833,131.77,2971843,173.69,148304,360.81,86181,422.28,62123,275.53,30898,171.35,891,110.4,30007,173.16,72286,48635,1057,32843
1981-04-01,19736339,343.69,10549763,383.35,9186576,298.14000000000004,3011156,173.28,38746,131.63,2972410,173.83,131495,355.55,75908,417.64000000000004,55587,270.76,27854,170.22,767,106.96,27087,172.01,61198,40290,854,26520
1981-05-01,19761598,343.92999999999995,10558379,383.71999999999997,9203219,298.27,3010488,173.43,38737,131.53,2971751,173.97,165297,358.63,95237,420.21,70060,274.91999999999996,39365,169.34,1298,106.69,38067,171.48,86621,53417,1307,38726
1981-06-01,19791930,382.83,10571821,427.21999999999997,9220109,331.91999999999996,3009786,193.12,38679,146.12,2971107,193.73,96314,394.6,57246,459.17,39068,299.97999999999996,19296,185.42,424,115.61,18872,186.99,43804,22178,482,19516
1981-07-01,19854817,383.3,10600709,427.83,9254108,332.28999999999996,3012352,193.41,38635,145.97,2973717,194.03,152876,400.04,88866,466.04,64010,308.40999999999997,32747,187.7,1039,119.62,31708,189.93,59978,30011,1083,29098
1981-08-01,19928001,383.81,10635308,428.48999999999995,9292693,332.68,3017517,193.71,38606,145.98,2978911,194.33,136795,393.67,78141,464.75,58654,298.97999999999996,29477,186.25,909,117.94,28568,188.42,43542,20069,938,23374
1981-09-01,19976257,384.46,10659600,429.21,9316657,333.26,3016815,193.98,38626,145.99,2978189,194.6,95038,426.82,57795,489.88,37243,328.96,20272,186.24,794,125.38,19478,188.72,33503,13279,774,20200
1981-10-01,20039216,385.04,10691523,429.88,9347693,333.75,3018087,194.28,38651,145.93,2979436,194.91,112501,410.07,66779,476.13,45722,313.59,23054,188.28,736,116.21,22318,190.66,34856,14686,711,21071
1981-11-01,20119289,385.51,10728590,430.47999999999996,9390699,334.13,3024276,194.52,38597,145.92,2985679,195.15,136785,386.96,77603,458.78,59182,292.78999999999996,30526,189.93,744,118.91,29782,191.7,40536,16176,798,23539
1981-12-01,20195362,385.96999999999997,10766981,431.06,9428381,334.48999999999995,3030815,194.75,38559,145.93,2992256,195.38,117718,396.28,68911,465.42999999999995,48807,298.65000000000003,26793,191.63,688,127.91,26105,193.31,30520,11125,726,19528
1982-01-01,20293570,386.62,10823303,431.86,9470267,334.90999999999997,3032189,195.02,38406,145.97,2993783,195.65,196272,410.28,120967,469.7,75305,314.82,35844,198.04,838,120.54,35006,199.89,64645,33419,991,33479
1982-02-01,20332241,386.81,10838352,432.21999999999997,9493889,334.96,3031236,195.21,38325,145.87,2992911,195.84,131693,371.72999999999996,74510,447.37,57183,273.17,28267,191.01,727,122.89,27540,192.8,59461,33561,808,28412
1982-03-01,20371193,387.08,10854361,432.63,9516832,335.13,3029706,195.41,38243,145.8,2991463,196.05,139298,381.89,79132,455.28999999999996,60166,285.34000000000003,30286,192.2,958,121.75,29328,194.5,63123,37223,1040,30776
1982-04-01,20368891,387.17,10849727,432.88,9519164,335.08,3023555,195.53,38130,145.71,2985425,196.16,142387,382.78999999999996,81990,453.64000000000004,60397,286.62,30745,190.64,1021,116.97,29724,193.17,86624,58065,1134,35762
1982-05-01,20377752,387.22999999999996,10851731,433.08,9526021,335.01,3019708,195.87,38029,145.68,2981679,196.51,143534,385.58,83358,454.46,60176,290.16,31599,189.53,1199,125.47,30400,192.05,81354,53319,1300,34146
1982-06-01,20392236,415.94,10853456,465.3,9538780,359.78,3018726,210.49,37919,156.27,2980807,211.18,80561,379.97999999999996,43955,458.15000000000003,36606,286.11,18837,201.69,453,118.32,18384,203.74,42230,23847,563,19256
1982-07-01,20440782,416.24,10879567,465.66,9561215,360.01,3023713,210.6,37905,156.16,2985808,211.29,137972,419.96,82995,486.46,54977,319.57,32741,187.92,1179,122.36,31562,190.37,56884,32542,1193,26561
1982-08-01,20496876,416.6,10903176,466.17,9593700,360.26,3024259,210.91,37887,156.03,2986372,211.61,148620,413.5,86456,488.22999999999996,62164,309.57,32486,202.21,1034,122.5,31452,204.83,62847,29679,1052,30888
1982-09-01,20576674,417.17,10942843,466.89,9633831,360.7,3030844,211.28,37921,156.06,2992923,211.98,133444,408.62,76951,484.21,56493,305.66,28905,204.77,840,128.63,28065,207.05,37284,16362,806,21514
1982-10-01,20648497,418.32,10977509,468.28,9670988,361.6,3035160,211.99,37922,156.34,2997238,212.69,131786,406.7,76433,481.78,55353,303.01,28567,203.73,973,125.01,27594,206.51,41767,18196,972,23279
1982-11-01,20712512,419.25,11006824,469.40999999999997,9705688,362.37,3038600,212.6,37925,156.46,3000675,213.31,121962,408.05,70520,484.14000000000004,51442,303.74,27283,203.91,929,124.01,26354,206.72,41205,16742,926,22917
1982-12-01,20763742,419.25,11030037,469.59,9733705,362.21999999999997,3039359,212.49,37903,155.97,3001456,213.2,117915,410.95,69096,486.84000000000003,48819,303.53,25968,204.29,932,127.8,25036,207.14,45883,20802,954,24255
1983-01-01,20888042,420.31,11110705,471.02,9777337,362.69,3050073,213.26,37882,156.02,3012191,213.98,193889,429.09,120262,494.89,73627,321.62,33926,214.99,997,126.66,32929,217.66,39594,29995,1018,22194
1983-02-01,20940180,420.97999999999996,11142529,471.92999999999995,9797651,363.04,3052265,213.75,37789,155.98,3014476,214.47,124912,410.13,73299,484.6,51613,304.36,27051,212.47,885,128.18,26166,215.32,41475,31299,978,23881
1983-03-01,20958510,421.33,11150437,472.45,9808073,363.21999999999997,3049663,214.07,37678,155.92,3011985,214.79,140061,406.58,81715,479.76,58346,304.09,30200,206.71,1098,126.23,29102,209.75,73807,47924,1209,31593
1983-04-01,20982196,421.64000000000004,11161485,472.96,9820711,363.31,3047858,214.34,37543,155.8,3010315,215.07,165938,407.31,97664,478.59,68274,305.34000000000003,34779,203.72,1210,131.89,33569,206.31,86616,55636,1345,35239
1983-05-01,21001347,421.87,11167401,473.3,9833946,363.46999999999997,3046315,214.63,37459,155.64,3008856,215.37,140002,404.81,81218,476.32,58784,306,30925,203.53,1231,128.69,29694,206.63,75302,45549,1315,31153
1983-06-01,21060236,422.31,11194052,473.88,9866184,363.78999999999996,3050576,214.96,37505,155.56,3013071,215.7,133389,406.86,77004,479.71,56385,307.36,28628,204.57,949,125.33,27679,207.28,50353,24147,903,23464
1983-07-01,21129940,422.8,11227650,474.5,9902290,364.18,3055195,215.27,37478,155.44,3017717,216.01,138259,404.75,79683,475.25,58576,308.85,29470,203.56,987,125.75,28483,206.26,46085,22470,1014,23837
1983-08-01,21190787,423.24,11256183,474.98999999999995,9934604,364.61,3058820,215.56,37430,155.41,3021390,216.3,140901,407.76,81917,480.53,58984,306.7,30366,203.43,1088,127.22,29278,206.26,53384,26670,1136,25605
1983-09-01,21255713,423.6,11287371,475.4,9968342,364.96,3029659,216.31,37416,155.29,2992243,217.08,134038,404.41999999999996,77640,477.72999999999996,56398,303.48999999999995,30505,200.34,984,126.1,29521,202.81,46452,22660,998,58668
1983-10-01,21320045,424.6,11316756,476.64000000000004,10003289,365.72999999999996,3033793,217.09,37419,155.42,2996374,217.86,131578,401.83,75926,475.59,55652,301.2,29865,199.91,1012,127.32,28853,202.45,46541,20705,1009,24722
1983-11-01,21377166,425.6,11341850,477.89,10035316,366.48999999999995,3037941,217.86,37413,155.43,3000528,218.64,136144,398.26,77790,473.68,58354,297.71,31796,200.75,1187,126.54,30609,203.63,52696,26327,1193,26455
1983-12-01,21418860,440.77,11358411,494.96999999999997,10060449,379.56,3039186,225.66,37357,160.79,3001829,226.47,90701,410.22999999999996,51611,491.78999999999996,39090,302.53,18859,206.79,533,122.6,18326,209.24,35050,13957,589,17025
1984-01-01,21498728,441.27,11405047,495.61,10093681,379.87,3040475,225.9,37277,160.68,3003198,226.71,186953,432.69,114447,501.16,72506,324.61,34502,212.64,1158,133.04,33344,215.41,67811,39274,1238,31975
1984-02-01,21531926,441.54,11420422,495.97999999999996,10111504,380.06,3040355,226.09,37185,160.66,3003170,226.9,130790,415.76,76293,492.74,54497,307.98999999999995,28833,208.99,979,132.2,27854,211.69,60918,36674,1071,27882
1984-03-01,21543579,442,11421906,496.55,10121673,380.44,3036803,226.29,37050,160.53,2999753,227.1,151374,417.12,87626,492.37,63748,313.69,32856,208.16,1301,132.41,31555,211.28,86142,53579,1436,34972
1984-04-01,21551294,442.04,11423474,496.66,10127820,380.42999999999995,3035797,226.35,36983,160.34,2998814,227.17,138625,412.62,79965,487.31,58660,310.81,30601,207.16,1216,132.65,29385,210.24,78397,52513,1283,30324
1984-05-01,21560608,442.13,11423352,496.8,10137256,380.52,3033287,226.45,36894,160.22,2996393,227.27,128705,412.7,74606,487.2,54099,309.96,28419,206.71,1168,133.81,27251,209.83,74728,44663,1257,29672
1984-06-01,21588338,442.34000000000003,11431498,497.05,10156840,380.77,3032635,226.63,36800,160.03,2995835,227.45,134400,411.44,77548,485.45,56852,310.48999999999995,29469,206.58,1131,126.61,28338,209.77,69402,37268,1225,28896
1984-07-01,21643669,442.66,11457134,497.39,10186535,381.1,3035110,226.84,36713,159.99,2998397,227.66,129097,414.56,74736,487.18,54361,314.71,27145,207.49,1005,126.12,26140,210.62,49100,24666,1092,23578
1984-08-01,21707526,442.81,11487148,497.6,10220378,381.24,3040958,226.95,36698,159.87,3004260,227.77,118841,409.01,68148,485.61,50693,306.03,25303,208.45,832,119.97,24471,211.46,38134,16850,847,18608
1984-09-01,21762321,443.14000000000004,11512037,497.98999999999995,10250284,381.53,3044560,227.16,36685,159.81,3007875,227.98,136698,409.72999999999996,78580,485.88,58118,306.76,29997,205.31,1101,123.15,28896,208.44,53691,28212,1114,25281
1984-10-01,21804057,443.31,11528796,498.21999999999997,10275261,381.69,3046860,227.3,36612,159.61,3010248,228.12,126206,409.57,72495,487.02,53711,305.03,27218,206.55,916,130.26,26302,209.21,55736,28734,989,23929
1984-11-01,21843952,444.74,11541516,499.92999999999995,10302436,382.92999999999995,3047158,228.25,36564,159.89,3010594,229.08,138852,408.87,79991,485.16,58861,305.2,30511,206.13,1194,126.06,29317,209.39,67271,31686,1242,28971
1984-12-01,21906651,460.57,11573021,517.75,10333630,396.53,3050836,236.38,36529,165.44,3014307,237.24,91686,429.46,52702,511.25,38984,318.88,17834,212.54,517,128.89,17317,215.04,21197,7790,552,13604
1985-01-01,22001641,461.1,11629480,518.4,10372161,396.84000000000003,3053029,236.63,36472,165.29,3016557,237.49,196866,452.13,120796,523.47,76070,338.85,34828,219.31,1161,131.01,33667,222.36,64337,37539,1218,31417
1985-02-01,22034945,461.37,11644626,518.75,10390319,397.06,3051875,236.79,36362,165.21,3015513,237.66,132364,431.5,77248,511.90999999999997,55116,318.81,28333,216.66,957,135.48,27376,219.5,62102,36958,1067,28420
